ID,CourseName,Instructor,Building,Time
003 10190-01,全民國防教育軍事訓練課程－全民國防,余宗基,共301,(五) 13:20~14:20
003 10190-02,全民國防教育軍事訓練課程－全民國防,余宗基,共301,(五) 15:30~16:30
003 10210-01,全民國防教育軍事訓練課程－防衛動員,余宗基,普203,(三) 13:20~14:20
003 10210-02,全民國防教育軍事訓練課程－防衛動員,余宗基,普203,(三) 15:30~16:30
003 10220-01,全民國防教育軍事訓練課程－國際情勢,劉鐵軍,新204,(四) 10:20~11:20
003 10220-02,全民國防教育軍事訓練課程－國際情勢,劉鐵軍,新102,(四) 13:20~14:20
003 10230-01,全民國防教育軍事訓練課程－國防科技,劉鐵軍,新203,(二) 10:20~11:20
003 10230-02,全民國防教育軍事訓練課程－國防科技,劉鐵軍,新203,(二) 13:20~14:20
004 20110-03,進階英語一(綜合),劉威辰,普404,(三) 13:20~14:20
004 20110-04,進階英語一(綜合),劉威辰,普404,(三) 15:30~16:30
004 20710-02,進階英語一(綜合科技),陳逸軒,綜502,(三) 15:30~16:30
004 20810-01,進階英語一(綜合學術),鍾玉玨,共401,(二) 10:20~11:20
004 30211-01,印尼文一上,王麗蘭,新504,(一) 10:20~12:20
004 30221,印尼文二上,王麗蘭,新301,(一) 13:20~15:30
004 30311-01,韓文一上,李相美,共304,(二) 9:10~11:20
004 30311-02,韓文一上,李相美,共304,(二) 12:20~14:20
004 30311-03,韓文一上,李相美,共304,(二) 15:30~17:30
004 30311-04,韓文一上,李相美,共403,(三) 12:20~14:20
004 30311-05,韓文一上,李承珍,共303,(一) 12:20~14:20
004 30311-06,韓文一上,李承珍,共303,(一) 15:30~17:30
004 30311-07,韓文一上,李承珍,共307,(二) 15:30~17:30
004 30311-08,韓文一上,李承珍,共404,(三) 12:20~14:20
004 30321-01,韓文二上,李相美,共402,(一) 15:30~17:30
004 30321-02,韓文二上,李承珍,共307,(二) 12:20~14:20
004 30331,韓文三上,李相美,共403,(三) 15:30~17:30
004 30411,馬來文一上,顏聖錝,新504,(二) 13:20~15:30
004 30511-01,泰文一上,張君松,綜604,(三) 12:20~14:20
004 30511-02,泰文一上,張君松,綜604,(三) 15:30~17:30
004 30511-03,泰文一上,張君松,綜602,(四) 13:20~15:30
004 30521,泰文二上,張君松,綜203,(四) 9:10~11:20
004 30531,泰文三上,張君松,綜601,(三) 9:10~11:20
004 30611-01,越南文一上,阮蓮香,共405,(三) 9:10~11:20
004 30611-02,越南文一上,阮蓮香,共403,(四) 9:10~11:20
004 30621-01,越南文二上,阮蓮香,共403,(四) 13:20~15:30
004 30621-02,越南文二上,阮蓮香,共405,(三) 13:20~15:30
004 30631,越南文三上,阮蓮香,共405,(一) 13:20~15:30
101 11230,人文科技的交響：新趨勢與新素養（一）,鄭毓瑜,博雅301,(四) 14:20~16:30
101 11290,佛教與禪,羅鈴沛,共404,(一) 14:20~16:30
101 13400,明清小說選讀,蔡祝青,普401,(三) 10:20~11:20
101 14101-01,國學導讀上,黃啟書,普401,(一) 10:20~11:20
101 14101-02,國學導讀上,羅聖堡,普301,(一) 10:20~11:20
101 14201,中國歷史與文化上,楊芳燕,普202,(五) 13:20~14:20
101 15801,現代中文及習作上,葉叡宸,普205,(四) 14:20~16:30
101 15821,現代中文及習作二上,李馥名,普305,(五) 9:10~11:20
101 161B1,現代散文選上,洪淑苓,普303,(二) 13:20~14:20
101 163A1,現代小說選上,高嘉謙,普204,(五) 10:20~11:20
101 16890,臺灣現代詩,劉正忠,博雅101,(一) 15:30~16:30
101 17010,當代女詩人作品選,洪淑苓,普306,(五) 14:20~16:30
101 18101-01,文學概論上,陳昭瑛,普203,(五) 13:20~14:20
101 18101-02,文學概論上,潘少瑜,普205,(五) 13:20~14:20
101 19510,楚簡書法研習與創作,丁  亮,普305,(二) 14:20~16:30
101 19790,漢語語言學,巫雪如,普406,(四) 9:10~11:20
101 19801,初級中國文字學上,張宇衛,普201,(一) 10:20~11:20
101 211B1-01,文字學乙上,林宏佳,普306,(四) 10:20~11:20
101 211B1-02,文字學乙上,林宏佳,普405,(三) 10:20~11:20
101 212A1-01,語言學概論甲上,巫雪如,普402,(三) 10:20~11:20
101 212A1-02,語言學概論甲上,張麗麗,普404,(三) 10:20~11:20
101 21600,紅樓夢導讀,歐麗娟,新201,(二) 14:20~16:30
101 220A1,四書甲上,林永勝,普502,(五) 10:20~11:20
101 222B1,左傳乙上,張素卿,普204,(二) 15:30~16:30
101 22701,國學概說上,狄君宏,普501,(三) 10:20~11:20
101 22801,歷代文選上,羅鈴沛,共206,(二) 10:20~11:20
101 24110,文言文進階導讀一,竺靜華,共202,(一) 10:20~11:20
101 24910,中國文學史概說一,陳志信,共102,(一) 9:10~11:20
101 25101-01,中國文學史上,黃奕珍,普302,(四) 14:20~16:30
101 25101-02,中國文學史上,吳旻旻,普303,(四) 14:20~16:30
101 25211,中國文學史一上,謝佩芬,文19,(四) 12:20~13:20
101 25221,中國文學史二上,劉柏正,普305,(四) 13:20~14:20
101 26001-01,歷代文選及習作上,劉柏正,普306,(二) 10:20~11:20
101 26001-02,歷代文選及習作上,陳志信,普301,(二) 13:20~14:20
101 271A1-01,詩選及習作甲上,李文鈺,共308,(二) 15:30~16:30
101 271A1-02,詩選及習作甲上,沈凡玉,普202,(二) 15:30~16:30
101 311A1-01,聲韻學甲上,李存智,普403,(一) 10:20~11:20
101 311A1-02,聲韻學甲上,徐芳敏,文17,(一) 10:20~11:20
101 322A1,尚書甲上,曹美秀,共207,(二) 10:20~11:20
101 323A1,禮記甲上,黃啟書,普205,(二) 8:10~9:10
101 332A1,莊子甲上,徐聖心,普205,(二) 10:20~11:20
101 34001,歷代詩選上,佘筠珺,普401,(二) 10:20~11:20
101 34520,明清詩選讀,曹淑娟,普502,(一) 14:20~16:30
101 35900,佛教文獻概論,趙飛鵬,普304,(二) 15:30~16:30
101 37010,清代女性詩詞,卓清芬,普404,(五) 10:20~11:20
101 373B1,戲曲選上,汪詩珮,普306,(一) 15:30~16:30
101 37401,詞選及習作上,劉少雄,普303,(二) 15:30~16:30
101 39001,陶淵明詩上,蔡  瑜,普501,(二) 13:20~14:20
101 39630,儒家經典選讀,曹美秀,共401,(四) 13:20~14:20
101 40920,東亞越境文學與文化,劉正忠,普301,(二) 15:30~16:30
101 41101-01,訓詁學上,趙飛鵬,普304,(二) 13:20~14:20
101 41101-02,訓詁學上,張宇衛,普502,(四) 10:20~11:20
101 41201-01,中國思想史上,蔡振豐,普403,(三) 9:10~11:20
101 41201-02,中國思想史上,徐聖心,普303,(三) 9:10~11:20
101 42200,華語教學法,魏岫明,普303,(四) 10:20~12:20
101 42700,蘇軾文,方  介,文18,(五) 14:20~16:30
101 42800,東坡詞,劉少雄,普505,(三) 10:20~12:20
101 42900,初級臺灣客語,楊名龍,普306,(一) 13:20~14:20
101 43400,傳奇小說選,陳翠英,普304,(一) 15:30~16:30
101 43600,近現代報刊導論,蔡祝青,普201,(四) 13:20~14:20
101 45601,中國思想概說上,侯潔之,普204,(一) 10:20~11:20
101 45701,詩品上,沈凡玉,普203,(四) 13:20~14:20
101 51110,蒙文一,蕭素英,共104,(二) 10:20~11:20
101 51130,蒙文（三）,蕭素英,共104,(二) 13:20~14:20
101 51460,基礎藏文文法,廖本聖,新503,(四) 14:20~15:30
101 51510,滿文一,莊吉發,文19,(五) 13:20~14:20
101 51530,滿文三,莊吉發,文19,(五) 15:30~16:30
101 52200,現代漢語語法,張麗麗,普503,(五) 14:20~16:30
101 52310,樂府詩,陳志信,普205,(五) 9:10~11:20
101 53900-01,臺灣閩南語一,林貝珊,普505,(四) 10:20~11:20
101 53900-02,臺灣閩南語一,林貝珊,普306,(五) 10:20~11:20
101 80110-01,大學國文：文學鑑賞與寫作（一）,汪詩珮,普405,(五) 14:20~16:30
101 80110-02,大學國文：文學鑑賞與寫作（一）,尹子玉,普403,(五) 14:20~16:30
101 80110-03,大學國文：文學鑑賞與寫作（一）,張斯翔,普406,(五) 14:20~16:30
101 80110-05,大學國文：文學鑑賞與寫作（一）,康韻梅,普301,(五) 14:20~16:30
101 80110-06,大學國文：文學鑑賞與寫作（一）,吳旻旻,普302,(五) 14:20~16:30
101 80110-13,大學國文：文學鑑賞與寫作（一）,李存智,普305,(一) 14:20~16:30
101 80110-14,大學國文：文學鑑賞與寫作（一）,佘筠珺,普301,(一) 14:20~16:30
101 80110-15,大學國文：文學鑑賞與寫作（一）,洪淑苓,普303,(一) 14:20~16:30
101 80110-16,大學國文：文學鑑賞與寫作（一）,張麗麗,普403,(一) 14:20~16:30
101 80110-17,大學國文：文學鑑賞與寫作（一）,蔡祝青,普401,(一) 14:20~16:30
101 80110-18,大學國文：文學鑑賞與寫作（一）,劉柏正,普404,(一) 14:20~16:30
101 80110-19,大學國文：文學鑑賞與寫作（一）,張宇衛,普405,(一) 14:20~16:30
101 80110-20,大學國文：文學鑑賞與寫作（一）,潘少瑜,普205,(一) 14:20~16:30
101 80110-24,大學國文：文學鑑賞與寫作（一）,高嘉謙,普401,(四) 14:20~16:30
101 80110-25,大學國文：文學鑑賞與寫作（一）,歐麗娟,普403,(四) 14:20~16:30
101 80110-26,大學國文：文學鑑賞與寫作（一）,李文鈺,共302,(四) 14:20~16:30
101 80110-27,大學國文：文學鑑賞與寫作（一）,蔡  瑜,普304,(四) 14:20~16:30
101 80110-29,大學國文：文學鑑賞與寫作（一）,劉柏正,普406,(二) 15:30~17:30
101 80110-30,大學國文：文學鑑賞與寫作（一）,謝佩芬,普205,(二) 15:30~17:30
101 80110-34,大學國文：文學鑑賞與寫作（一）,佘筠珺,普302,(一) 10:20~12:20
101 80110-35,大學國文：文學鑑賞與寫作（一）,楊芳燕,普202,(一) 10:20~12:20
101 80110-36,大學國文：文學鑑賞與寫作（一）,蕭旭府,普503,(一) 10:20~12:20
101 80110-40,大學國文：文學鑑賞與寫作（一）,沈凡玉,新501,(二) 10:20~12:20
101 80110-41,大學國文：文學鑑賞與寫作（一）,劉少雄,普302,(二) 10:20~12:20
101 80110-42,大學國文：文學鑑賞與寫作（一）,葉叡宸,新401,(二) 10:20~12:20
101 80110-43,大學國文：文學鑑賞與寫作（一）,葉常泓,新404,(二) 10:20~12:20
101 80120-02,大學國文：文化思想與寫作（一）,曹美秀,普304,(五) 14:20~16:30
101 80120-03,大學國文：文化思想與寫作（一）,林永勝,普305,(五) 14:20~16:30
101 80120-04,大學國文：文化思想與寫作（一）,彭美玲,普201,(五) 14:20~16:30
101 80120-05,大學國文：文化思想與寫作（一）,巫雪如,普501,(五) 14:20~16:30
101 80120-20,大學國文：文化思想與寫作（一）,黃啟書,普402,(一) 14:20~16:30
101 80120-23,大學國文：文化思想與寫作（一）,王士銓,普504,(一) 14:20~16:30
101 80120-32,大學國文：文化思想與寫作（一）,羅鈴沛,共403,(二) 15:30~17:30
101 80120-33,大學國文：文化思想與寫作（一）,劉文清,共404,(二) 15:30~17:30
101 80120-37,大學國文：文化思想與寫作（一）,侯潔之,新504,(二) 10:20~12:20
101 80120-40,大學國文：文化思想與寫作（一）,梁偉賢,共402,(三) 14:20~16:30
101 80130-01,大學國文：閱讀與寫作（一）,李馥名,普404,(五) 14:20~16:30
101 80130-05,大學國文：閱讀與寫作（一）,吳曉昀,普402,單週 (一) 8:10~9:10 (四) 8:10~9:10
101 80130-06,大學國文：閱讀與寫作（一）,沈芳如,普204,單週 (一) 8:10~9:10 (四) 8:10~9:10
101 80130-07,大學國文：閱讀與寫作（一）,羅聖堡,共406,(一) 14:20~16:30
101 80130-08,大學國文：閱讀與寫作（一）,林宏佳,新401,(一) 14:20~16:30
101 80130-12,大學國文：閱讀與寫作（一）,蔡瑩瑩,普501,(一) 14:20~16:30
101 80130-13,大學國文：閱讀與寫作（一）,劉建志,普306,(四) 14:20~16:30
101 80130-14,大學國文：閱讀與寫作（一）,簡凱廷,普403,(二) 15:30~17:30
101 80130-15,大學國文：閱讀與寫作（一）,賴昶亘,普502,(二) 15:30~17:30
101 80130-16,大學國文：閱讀與寫作（一）,羅聖堡,普505,(二) 15:30~17:30
101 80130-17,大學國文：閱讀與寫作（一）,簡凱廷,博雅312,(二) 10:20~12:20
101 80130-20,大學國文：閱讀與寫作（一）,楊晉綺,普305,(三) 14:20~16:30
101 81011-01,大學國文：先秦兩漢文選上,伍振勳,文17,(一) 14:20~16:30
101 81011-02,大學國文：先秦兩漢文選上,張素卿,文16,(一) 14:20~16:30
101 81021,大學國文：文言文導讀上,簡凱廷,普505,(一) 14:20~16:30
101 81111-01,大學國文：進階語文上,葉叡宸,普505,(五) 14:20~16:30
101 81111-02,大學國文：進階語文上,姜義泰,普401,(五) 14:20~16:30
101 81111-03,大學國文：進階語文上,梁偉賢,新201,單週 (一) 8:10~9:10 (四) 8:10~9:10
101 81111-04,大學國文：進階語文上,陳建男,普503,單週 (一) 8:10~9:10 (四) 8:10~9:10
101 81111-05,大學國文：進階語文上,黃文儀,新502,(一) 14:20~16:30
101 81111-06,大學國文：進階語文上,陳建男,共307,(一) 14:20~16:30
101 81121-01,大學國文：中階語文上,狄君宏,普504,(五) 14:20~16:30
101 81121-02,大學國文：中階語文上,黃文儀,普306,單週 (一) 8:10~9:10 (四) 8:10~9:10
101 81121-03,大學國文：中階語文上,方韻慈,共306,(一) 14:20~16:30
101 81121-04,大學國文：中階語文上,狄君宏,普405,(四) 14:20~16:30
101 81131-01,大學國文：初階語文上,李天祥,普201,(三) 18:25~20:15
101 81131-02,大學國文：初階語文上,魏千鈞,普203,(三) 18:25~20:15
101 81131-03,大學國文：初階語文上,林貝珊,普301,(三) 18:25~20:15
101 81131-06,大學國文：初階語文上,蔡佩含,普306,(三) 18:25~20:15
102 001B0-06,服務學習乙,高維泓,新401,(五) 12:20~12:20
102 10370,英語聽力與發音一,史嘉琳,共302,(一) 15:30~16:30
102 12280,戰爭與危命,張小虹,普501,(五) 9:10~11:20
102 14110-01,西洋文學概論一,孟克禮,普203,(四) 9:10~11:20
102 14110-02,西洋文學概論一,李佑金,普301,(四) 9:10~11:20
102 14110-03,西洋文學概論一,凱羅榮,普205,(四) 9:10~11:20
102 14201-01,文學作品讀法上,高瑟濡,普305,(一) 9:10~11:20
102 14201-02,文學作品讀法上,李欣穎,普205,(一) 9:10~11:20
102 14201-03,文學作品讀法上,王沐嵐,綜602,(一) 9:10~11:20
102 21111-01,語言學概論上,王珊珊,普504,(三) 9:10~11:20
102 21111-02,語言學概論上,石書豪,普305,(三) 9:10~11:20
102 22111-01,法文一上,達力安,博雅306,(一) 8:10~9:10 (三) 8:10~9:10
102 22111-02,法文一上,達力安,新201 新505,(三) 13:20~14:20 (二) 10:20~11:20
102 22111-03,法文一上,達力安,新405 新502,(二) 15:30~16:30 (四) 13:20~14:20
102 22111-06,法文一上,陳素麗,共401,(一) 13:20~14:20 (三) 13:20~14:20
102 22111-07,法文一上,陳素麗,共401,(一) 15:30~16:30 (三) 15:30~16:30
102 22111-08,法文一上,樂詩涵,共205,(一) 8:10~11:20 (二) 8:10~9:10 (三) 10:20~11:20 (四) 8:10~11:20
102 22111-09,法文一上,葉麗儀,共102 共304,(五) 8:10~9:10 (三) 8:10~9:10
102 22111-10,法文一上,樂詩涵,普204 博雅306 外文會議室,(三) 13:20~14:20 (一) 13:20~14:20 (二) 10:20~11:20
102 22211-01,德文一上,蔡嘉穎,普301 普404,(四) 13:20~14:20 (二) 13:20~14:20
102 22211-02,德文一上,蔡嘉穎,普301 普404,(四) 15:30~16:30 (二) 15:30~16:30
102 22211-03,德文一上,拉貝明契,共203 共205,(三) 10:20~11:20 (五) 10:20~11:20
102 22211-04,德文一上,林倩君,綜403 綜502,(五) 10:20~11:20 (三) 10:20~11:20
102 22211-05,德文一上,文海格,普503,(三) 10:20~11:20 (五) 10:20~11:20
102 22211-06,德文一上,文海格,普502,(三) 13:20~14:20 (五) 13:20~14:20
102 22211-07,德文一上,拉貝明契,共203 共205,(三) 12:20~13:20 (五) 12:20~13:20
102 22311-01,西班牙文一上,丹  倪,普301,(二) 17:30~18:25 (四) 17:30~18:25
102 22311-02,西班牙文一上,鄭燕玲,共105 普302,(五) 15:30~16:30 (一) 17:30~18:25
102 22311-03,西班牙文一上,安志偉,共305,(二) 13:20~14:20 (四) 13:20~14:20
102 22311-04,西班牙文一上,劉姿妤,共302,(二) 10:20~11:20 (五) 10:20~11:20
102 22311-05,西班牙文一上,鄭燕玲,共104,(二) 8:10~9:10 (四) 8:10~9:10
102 22311-06,西班牙文一上,安志偉,共102 共302,(三) 13:20~14:20 (五) 13:20~14:20
102 22311-07,西班牙文一上,柯孟德,共105 共204,(五) 10:20~11:20 (三) 10:20~11:20
102 22311-08,西班牙文一上,馬德睿,共104 共203,(五) 8:10~9:10 (三) 8:10~9:10
102 22311-09,西班牙文一上,張雯媛,普204 普504,(一) 15:30~16:30 (四) 15:30~16:30
102 22411,俄文一上,熊宗慧,綜403 綜502,(三) 10:20~11:20 (五) 10:20~11:20
102 22611,拉丁文一上,李佑金,綜403 綜603,(三) 15:30~16:30 (一) 15:30~16:30
102 22711,阿拉伯文一上,初雅士,共102 博雅307,(五) 13:20~14:20 (二) 15:30~16:30
102 22721,阿拉伯文二上,初雅士,普201,(二) 18:25~21:10
102 22821-01,義大利文一上,歐陽永樂,共205,(一) 13:20~16:30
102 22831,葡萄牙文一上,林祖誠,共402 共407,(四) 13:20~14:20 (二) 13:20~14:20
102 22841,荷蘭文一上,敖馨郁,普404 普503,(一) 10:20~11:20 (四) 10:20~11:20
102 22851,土耳其文一上,初雅士,普202,(一) 18:25~21:10
102 22861,波蘭文一上,陳音卉,共205 普401,(四) 12:20~13:20 (三) 12:20~13:20
102 22881,捷克文一上,林學紀,共403 共406,(二) 12:20~13:20 (五) 12:20~13:20
102 23180,維多利亞時期英國文學,辜炳達,新404,(三) 9:10~11:20
102 23190,二十世紀英國文學,高維泓,新401,(五) 13:20~15:30
102 23200,歐洲文學1350─1800,孟克禮,新404,(五) 9:10~11:20
102 23300,歐洲文學1800以後,齊東耿,綜504,(五) 9:10~11:20
102 23350,文學研究方法,朱偉誠,博雅306,(四) 9:10~11:20
102 24400,性別面面觀：文化、生活、社會,葉德蘭,博雅302,(四) 10:20~12:20
102 24560,語音學一,郭貞秀,普205,(二) 12:20~14:20
102 24630,社會語言學概論一,胥嘉陵,博雅206,(二) 15:30~17:30
102 24680,批判閱讀與文化探索一,王莉思,普404,(四) 14:20~16:30
102 24740,喬伊斯小說,曾麗玲,綜504,(四) 13:20~15:30
102 24750,愛爾蘭小說,黃山耘,新403,(一) 13:20~15:30
102 24760,後殖民非洲小說,柏逸嘉,共405,(二) 15:30~17:30
102 24830,科幻小說與電影專題,廖勇超,新402,(一) 13:20~15:30
102 24890,同志小說,朱偉誠,共403,(一) 14:20~16:30
102 30020,音韻學一,石書豪,綜601,(二) 13:20~15:30
102 31361-02,翻譯實作上,陳榮彬,博雅306,(四) 14:20~16:30
102 32121-01,法文二上,歐德尼,共102 共202,(二) 10:20~11:20 (四) 10:20~11:20
102 32121-04,法文二上,葉麗儀,共102 共304,(五) 10:20~11:20 (三) 10:20~11:20
102 32121-05,法文二上,達力安,普204 新404 新502,(三) 15:30~16:30 (二) 13:20~14:20 (四) 15:30~16:30
102 32221-01,德文二上,吳沃剛,共102 共105,(四) 8:10~9:10 (二) 9:10~10:20
102 32221-02,德文二上,簡  潔,普202,(一) 13:20~14:20 (四) 13:20~14:20
102 32221-03,德文二上,漢駿緯,綜302 綜503,(一) 15:30~16:30 (四) 15:30~16:30
102 32221-04,德文二上,漢駿緯,新103 綜302,(四) 10:20~11:20 (一) 10:20~11:20
102 32221-05,德文二上,林倩君,綜403 綜603,(三) 13:20~14:20 (一) 13:20~14:20
102 32321-01,西班牙文二上,劉姿妤,共304 共306,(五) 13:20~14:20 (二) 13:20~14:20
102 32321-02,西班牙文二上,鮑曉鷗,普304 普505,(一) 13:20~14:20 (四) 13:20~14:20
102 32321-03,西班牙文二上,張雯媛,普204 普504,(一) 17:30~18:25 (四) 17:30~18:25
102 32321-04,西班牙文二上,柯孟德,共102 共105,(三) 8:10~9:10 (五) 8:10~9:10
102 32321-05,西班牙文二上,安志偉,共102 共305,(三) 15:30~16:30 (五) 15:30~16:30
102 32421,俄文二上,李麗薩,普204 普301,(四) 17:30~18:25 (一) 17:30~18:25
102 32621,拉丁文二上,凱羅榮,普101 博雅310,(三) 17:30~18:25 (五) 13:20~14:20
102 32821,古希臘文二上,范吉歐,外文會議室 外研一,(一) 15:30~16:30 (四) 15:30~16:30
102 32831,義大利文二上,,共102 共202,(四) 15:30~16:30 (一) 15:30~16:30
102 32841,葡萄牙文二上,林祖誠,共402 共407,(四) 15:30~16:30 (二) 15:30~16:30
102 32851,荷蘭文二上,敖馨郁,普202,(二) 18:25~21:10
102 32861,土耳其文二上,初雅士,普201,(四) 18:25~21:10
102 32871,波蘭文二上,陳音卉,普504,(三) 17:30~20:15
102 32891,捷克文二上,林學紀,普305,(二) 18:25~21:10
102 33240,莎士比亞戲劇,賴  煦,普204,(五) 13:20~15:30
102 34120,視覺文化導論,蔡秀枝,綜601,(五) 9:10~11:20
102 34390,當代美學理論,李鴻瓊,共401,(五) 14:20~16:30
102 34440,法文兒童故事一,謝艾米,綜404,(三) 10:20~11:20
102 36620,讀小說 · 說故事 · 當領導：哈佛個案教學法,傅友祥,共102,(四) 12:20~14:20
102 37750,現代拉丁美洲電影,白保羅,普304,(二) 17:30~19:20
102 39900,俄國文學與社會,熊宗慧,博雅310,(一) 13:20~14:20
102 40010,英文聽讀綜合訓練,曾琦智,博雅310,(三) 10:20~11:20
102 42131-01,法文三上,樂詩涵,新202,(二) 10:20~11:20
102 42131-02,法文三上,達力安,普301,(三) 10:20~11:20
102 42231-01,德文三上,林倩君,綜403 綜502,(一) 15:30~16:30 (四) 15:30~16:30
102 42231-02,德文三上,漢駿緯,新103 綜403,(四) 9:10~9:10 (一) 8:10~9:10
102 42231-03,德文三上,吳沃剛,博雅203 博雅303,(二) 13:20~14:20 (四) 10:20~11:20
102 42331-01,西班牙文三上,白保羅,新505,(四) 12:20~14:20
102 42331-02,西班牙文三上,白保羅,新505,(四) 15:30~17:30
102 42380-01,西班牙語會話四,,綜601 綜603 博雅309 博雅311,(四) 10:20~11:20 (二) 15:30~17:30 (一) 13:20~14:20 (三) 10:20~13:20
102 42380-02,西班牙語會話四,,普201 普202 普402 新202 綜504,(一) 15:30~16:30 (三) 12:20~13:20 (四) 15:30~16:30 (五) 13:20~13:20 (二) 15:30~17:30
102 42380-03,西班牙語會話四,,共202 共203 共401 博雅308,(五) 9:10~11:20 (四) 14:20~14:20 (三) 9:10~11:20 (二) 15:30~16:30
102 42380-04,西班牙語會話四,,共401 共405 普503 新402,(五) 9:10~11:20 (四) 12:20~13:20 (二) 9:10~11:20 (一) 9:10~11:20
102 42380-05,西班牙語會話四,,共302 普501,(二) 12:20~14:20 (一) 10:20~12:20
102 42380-06,西班牙語會話四,,共402 普303,(二) 10:20~14:20 (一) 17:30~19:20
102 42431,俄文三上,李麗薩,普303,(二) 17:30~19:20
102 42461,波蘭文三上,陳音卉,普204,(二) 17:30~20:15
102 42481,荷蘭文三上,敖馨郁,普202,(三) 18:25~21:10
102 42491,捷克文三上,林學紀,普103,(一) 18:25~21:10
102 42541-01,德文四上,吳沃剛,博雅309,(三) 10:20~12:20
102 42541-02,德文四上,簡  潔,博雅308,(一) 15:30~17:30
102 42630,法文媒體一,達力安,博雅201,(五) 13:20~14:20
102 43030,早期美國文學,曼紐爾,普305,(四) 9:10~11:20
102 43040,十九世紀美國文學,張雅筑,新401,(四) 9:10~11:20
102 43050,二十世紀美國文學,王莉思,新502,(四) 9:10~11:20
102 45700,文學、動物與社會,黃宗慧,博雅201,(一) 14:20~16:30
102 46101,德國文化概述上,漢駿緯,綜302 綜503,(一) 13:20~14:20 (四) 13:20~14:20
102 46420,認識法國當代社會,歐德尼,共202,(二) 15:30~17:30
102 47940,戲劇專題：畢業公演製作一,王寶祥,舊圖會議室,(四) 18:25~19:20
102 48050,伊斯蘭歷史與文化,初雅士,共105,(三) 13:20~14:20
102 49111-01,英文作文一上,張雅筑,博雅306,(二) 9:10~11:20
102 49111-02,英文作文一上,高瑟濡,博雅310,(二) 15:30~17:30
102 49111-03,英文作文一上,石書豪,博雅203,(二) 9:10~11:20
102 49111-04,英文作文一上,曾琦智,博雅205,(二) 9:10~11:20
102 49111-05,英文作文一上,,博雅306,(二) 15:30~17:30
102 49111-06,英文作文一上,林祐瑜,普204,(二) 9:10~11:20
102 49111-08,英文作文一上,曼紐爾,綜605,(二) 9:10~11:20
102 49121-01,英文作文二上,翁怡錚,綜607,(一) 10:20~12:20
102 49121-02,英文作文二上,張心瑜,博雅311,(一) 9:10~11:20
102 49121-03,英文作文二上,曾琦智,博雅206,(二) 12:20~14:20
102 49121-04,英文作文二上,翁怡錚,綜607,(二) 12:20~14:20
102 49121-05,英文作文二上,周昱翔,共203,(一) 9:10~11:20
102 49121-06,英文作文二上,曾琦智,共208,(三) 13:20~15:30
102 49121-07,英文作文二上,張心瑜,博雅310,(二) 12:20~14:20
102 49121-08,英文作文二上,賴  煦,博雅307,(二) 12:20~14:20
102 49121-09,英文作文二上,辜炳達,博雅308,(二) 12:20~14:20
102 49131-01,英文作文三上,黃山耘,博雅304,(二) 13:20~15:30
102 49131-02,英文作文三上,曾麗玲,博雅206,(四) 9:10~11:20
102 49131-03,英文作文三上,齊東耿,博雅204,(四) 9:10~11:20
102 50111-02,英語口語訓練一上,陳重仁,博雅305 博雅309,(一) 13:20~13:20 (四) 13:20~14:20
102 50111-03,英語口語訓練一上,曾琦智,共204 共302,(一) 13:20~14:20 (四) 13:20~13:20
102 50111-04,英語口語訓練一上,黃馨瑩,共206,(四) 12:20~14:20
102 50111-05,英語口語訓練一上,王沐嵐,博雅205,(一) 12:20~14:20
102 50111-06,英語口語訓練一上,王莉思,博雅306 博雅311,(二) 13:20~14:20 (四) 13:20~13:20
102 50111-07,英語口語訓練一上,蔡嘉瑩,博雅203 博雅308,(四) 13:20~13:20 (一) 13:20~14:20
102 50111-10,英語口語訓練一上,,共207,(四) 12:20~14:20
102 50121-01,英語口語訓練二上,林皓輿,新402,(四) 13:20~14:20
102 50121-04,英語口語訓練二上,,博雅206,(二) 10:20~11:20
102 50121-05,英語口語訓練二上,林皓輿,博雅203,(四) 10:20~11:20
102 50121-08,英語口語訓練二上,周昱翔,共203,(二) 10:20~11:20
102 53620,中翻英,王啟安,博雅205,(一) 15:30~16:30
102 53680,視譯,王啟安,博雅309,(三) 15:30~16:30
102 55140,繪本翻譯專題研究,黃筱茵,博雅308,(一) 10:20~11:20
102 83020-01,英文一,蔡秀枝,普301,雙週 (一) 8:10~9:10 (三) 8:10~9:10
102 83020-02,英文一,王寶祥,普205,(一) 17:30~19:20
102 83020-05,英文一,鄺慧琪,新502,(二) 9:10~11:20
102 83020-06,英文一,劉威辰,共203,(二) 12:20~14:20
102 83020-07,英文一,劉威辰,共203,(二) 15:30~17:30
102 83020-08,英文一,林婉瑜,共302,(二) 15:30~17:30
102 83020-09,英文一,劉雅詩,普201,(三) 9:10~11:20
102 83020-10,英文一,鄭暐凡,普304,(三) 9:10~11:20
102 83020-11,英文一,李鴻瓊,共302,(三) 9:10~11:20
102 83020-12,英文一,傅友祥,共305,(四) 15:30~17:30
102 83020-13,英文一,劉亮雅,普305,(四) 15:30~17:30
102 83020-14,英文一,朱偉誠,共202,(四) 15:30~17:30
102 83020-15,英文一,李鴻瓊,共407,(四) 15:30~17:30
102 83020-16,英文一,張小虹,普505,(四) 15:30~17:30
102 83310-01,英文(附一小時英聽)一,陶漢威,普201,(一) 18:25~20:15
