ID,CourseName,Instructor,Building,Time
429 U0520,職能治療研究設計與實務,李士捷,公職治430,(三) 10:20~11:20
441 M0030,專題討論,賴亮全,基醫101,(二) 9:10~11:20
441 M1110,人體生理學,湯志永,基醫1003,(二) 14:20~16:30 (四) 14:20~16:30
441 M4211,實驗生理學與實習上,蘇慧敏,B2實驗室,(五) 10:20~16:30
442 M0030,生化專題討論,李明學,基醫301,(二) 9:10~11:20
442 M1230,生化學,李明學,基醫405,(一) 10:20~11:20 (三) 10:20~11:20
442 U3070,現代生物技術與健康,詹迺立,普103,(四) 10:20~11:20
442 U3080,免疫生物資訊學專題討論,陳秉民,基醫508,(二) 13:20~14:20
442 U3100,轉譯醫學與生技產業發展一,李明學,基醫201,(三) 15:30~16:30
443 10010,細胞治療與再生醫學面面觀,林泰元,博雅302,(一) 15:30~16:30
443 M0030,專題討論,林泰元,基醫104,(三) 9:10~11:20
443 M1150,藥物作用學,林泰元,基醫1105,(一) 10:20~11:20 (三) 14:20~15:30
443 M1280,藥理學特論,林琬琬,基醫1105,(二) 9:10~11:20
443 M1610,神經藥理學論著選讀一,邱麗珠,基醫1105,(一) 13:20~14:20
443 M1630,訊息傳遞論著選讀一,林琬琬,基醫1105,(五) 13:20~14:20
443 M1650,心血管藥理及其訊息論著選讀一,陳文彬,基醫1105,(四) 13:20~14:20
443 M1670,分子癌症藥理論著選讀一,吳青錫,基醫1105,(五) 10:20~11:20
443 M1700,幹細胞轉譯醫學研究,林泰元,基醫1105,(四) 10:20~11:20
444 D0030,專題討論,黃佩欣,病理03-80,(一) 10:20~10:20
444 M1300,分子病理學專題討論,黃佩欣,病理03-80,(一) 11:20~11:20
445 D0020-01,微生物學專題討論,楊宏志,基醫104,(一) 9:10~11:20
445 M0020-01,微生物學專題討論,楊宏志,基醫104,(五) 9:10~11:20
445 M0200,高齡精準醫學之邁向創新與健康的人生,李財坤,基醫705,雙週 (二) 16:30~17:30
445 M1111,感染性病原菌與疾病上,張書蓉,基醫705,(一) 16:30~17:30
445 M1211,流行性感冒病毒免疫學上,楊宏志,基醫705,(五) 13:20~14:20
445 M1221,蛋白質恆定上,鄧述諄,基醫705,(二) 8:10~9:10
445 M1311,微小核醣核酸調控基因表現上,詹世鵬,基醫705,(三) 16:30~17:30
445 M1411,鏈球菌致病機轉上,張永祺,基醫705,(一) 14:20~15:30
445 M1611,核糖核酸與疾病上,曾紀綱,基醫705,(二) 10:20~12:20
445 M1711,微生物與醫學蛋白質體 上,林妙霞,基醫705,(三) 10:20~11:20
445 M1811,EB病毒學上,陳美如,基醫705,(五) 15:30~16:30
445 M1991,細菌的分子致病機轉上,王錦堂,基醫705,(三) 13:20~15:30
445 M2060,熱帶醫學暨寄生蟲學專題討論,蕭信宏,基醫507,(五) 10:20~11:20
445 M2080,熱帶醫學與感染症特論,蕭信宏,基醫402,(三) 10:20~11:20
446 M0030,專題討論,廖孟琳,基醫104,(一) 13:20~14:20
446 M1211,顯微解剖學一,廖孟琳,三東實驗室,(一) 8:10~11:20 (三) 15:30~16:30
446 M4171,人體解剖學一,張銘峰,一東實驗室,(二) 8:10~16:30 (三) 13:20~14:20
447 D0130,研究導論,姜至剛,基醫506,(五) 15:30~16:30
447 D0140,高級實驗毒理學(一),姜至剛,基醫506,(二) 13:20~15:30
447 D0160,分子毒理學一,姜至剛,基醫506,(四) 9:10~11:20
447 D0200,高級毒理學專題討論,姜至剛,基醫506,(一) 12:20~14:20
447 D0310,高級毒理學特論一,姜至剛,基醫506,(五) 10:20~11:20
447 D0330,高級毒理學特論三,姜至剛,基醫506,(五) 13:20~14:20
447 M0030,毒理學專題討論,姜至剛,基醫506,(一) 9:10~11:20
447 M0070,研究導論,姜至剛,基醫506,(三) 15:30~16:30
447 M0310,毒理學特論一,姜至剛,基醫506,(三) 13:20~13:20
447 M0330,毒理學特論三,姜至剛,基醫506,(三) 14:20~14:20
447 M1130,基礎毒理學,姜至剛,基醫506,(二) 9:10~11:20
447 M1310,實驗毒理學,姜至剛,基醫506,(四) 13:20~15:30
447 U2500,毒道之處～看不見的危機!,姜至剛,博雅202,(一) 15:30~16:30
447 U2800,生醫實驗科學家之轉錄體資料分析入門,蔡幸真,基醫504,(四) 15:30~16:30
448 D0020,專題討論,李秀香,基醫104,(二) 9:10~11:20
448 M0070,分子生物學,李芳仁,基醫504,(三) 10:20~11:20 (五) 10:20~11:20
448 M0170,分子醫學特論,徐立中,基醫504,(一) 10:20~11:20
448 M0210,胚胎畸胎學,林芯伃,基醫505,(三) 16:30~16:30
448 M0290,分子及細胞生物學概論,李芳仁,基醫505,(五) 17:30~18:25
448 M0380,統計遺傳學原理暨基因體資料解讀,許書睿,基醫508,(五) 14:20~15:30
448 M0390,遺傳相關疾病探討,簡穎秀,基醫505,(五) 16:30~16:30
449 D0030,高等免疫學專題討論,黃冠穎,基醫505,(五) 9:10~11:20
449 M1080,免疫學專題討論,柯俊榮,基醫505,(三) 9:10~11:20
449 M1200,免疫方法學,繆希椿,基醫504,(四) 13:20~14:20
449 M1211,細胞激素訊息傳遞專討上,李建國,R557,(二) 9:10~11:20
449 M1221,T 細胞活化與凋亡專討上,許秉寧,R557,(三) 16:30~17:30
449 M1241,疱疹病毒免疫專討上,顧家綺,小班教室01,(二) 9:10~12:20
449 M1261,感染症免疫致病機制專題討論上,林志萱,R557,(二) 13:20~14:20
449 M1280,基礎免疫學,繆希椿,基醫505,(五) 13:20~14:20
449 M1310,樹突細胞生物學專題討論一,朱清良,R557,(三) 9:10~11:20
449 M1340,免疫與疾病,徐立中,基醫101,(二) 13:20~14:20
449 M1341,腫瘤免疫學專題討論上,柯俊榮,R557,(一) 13:20~14:20
449 M1351,感染免疫學專題討論上,黃冠穎,R557,(四) 13:20~14:20
449 M1361,T細胞與巨噬細胞免疫專題討論上,繆希椿,R557,(一) 9:10~11:20
449 U1080,免疫學研究,李建國,R557,(三) 13:20~15:30
450 M2400,口腔分子奈米科技,周涵怡,口生所討論室,(二) 13:20~15:30
450 M4000,口腔細胞生物學,周涵怡,口生所討論室,(四) 10:20~11:20
451 U0210,藥學臨床技能導論,何蘊芳,基醫402,(四) 10:20~11:20
451 U0300,臨床試驗中之藥動\/藥效學,林君榮,水森415,(五) 8:10~9:10
451 U0360,臨床藥品動態學,林淑文,基醫201,(四) 15:30~16:30
451 U0400,研究方法學導論,蕭斐元,基醫406,(三) 10:20~11:20
451 U0500,藥品臨床試驗,楊志新,基醫201,(二) 15:30~16:30
451 U1200,健康經濟研究專論,林芳如,水森316,(二) 10:20~11:20
452 M0150,法醫病理學及實習一,翁德怡,小班教室01,(三) 13:20~16:30
452 M0310,法醫作證學及實習,翁德怡,基醫507,(二) 9:10~11:20
452 M0330,法醫毒物學及實習,翁德怡,基醫507,(二) 13:20~15:30
452 M0380,法醫牙科學及實習,吳木榮,基醫405,(二) 13:20~14:20
452 M0490,國民法官必備之基礎鑑識科學,翁德怡,普101,(一) 15:30~16:30
452 M0510,法醫血清學\/法醫影像學,李俊億,基醫507,(五) 15:30~16:30
454 M0020,腦與心智專題討論,姚皓傑,基醫508,(二) 10:20~11:20
454 M0030,臨床神經科學,曾明宗,基1203,(二) 16:30~17:30
454 M0040,神經生物學,王培育,基醫406,(四) 9:10~11:20
454 M0050,認知科學,吳恩賜,共407,(五) 13:20~15:30
454 M0310-01,腦功能影像實驗設計與分析,吳恩賜,基醫508,(五) 9:10~11:20
454 M0340,老化分子生物學專題討論,王培育,基1203,(一) 10:20~11:20
454 M0350,神經表觀遺傳學專題討論,黃憲松,基1203,(五) 10:20~11:20
454 M0410,神經迴路與行為-基礎篇,姚皓傑,基1203,(四) 13:20~14:20
454 M0431,神經迴路研究：新進展與新觀點上,姚皓傑,基1203,(四) 18:25~18:25
455 D0130,癌症基因體與蛋白體醫學,潘思樺,基醫403,(一) 15:30~16:30
455 M0190,生物標記物與它們的產地,許書睿,基醫508,(三) 14:20~15:30
455 M0210,腫瘤演化樹的秘密,洪維廷,基醫508,(三) 10:20~11:20
455 U0010,基因體學,黃祥博,基醫403,(一) 13:20~14:20
457 10020,疼痛. 健康. 幸福感,陳慧玲,普103,(四) 15:30~16:30
457 U0110,醫事與社會,陳慧玲,基醫403,(五) 13:20~14:20
458 D0810,醫療器材臨床試驗,蕭輔仁,基醫1222,(一) 13:20~14:20
458 M0140,先進生醫顯微影像術專題研究(I),駱  遠,基醫1222,(三) 18:25~18:25
458 M0200,衍射光學與全像影像術,駱  遠,基醫1222,(五) 14:20~15:30
458 M0230,光學內視鏡系統專題研究(I),駱  遠,基醫1222,(二) 18:25~18:25
458 M0440,醫學影像處理,黃宣銘,基醫1222,(二) 9:10~10:20
458 M0450,醫學影像處理專題研究 (I),黃宣銘,基醫1222,(四) 17:30~18:25
458 M0511,臨床影像生物標誌專題研究 (I),吳文超,基醫1222,(五) 18:25~18:25
458 M0580,奈米醫學影像專題研究 (I),林世明,基醫1222,(五) 16:30~16:30
458 M0610,心肺工程專題研究 I,林育君,基醫1222,(一) 9:10~9:10
458 M0630,醫用力學專題研究 I,林育君,基醫1222,(一) 11:20~12:20
458 M0670,細胞與組織力學與醫學運用,林育君,基醫1222,(二) 14:20~16:30
458 M0690,醫學深度學習專題研究 I,張  瀚,基醫1222,(一) 18:25~18:25
458 M0710,生醫機器學習專題研究I,張  瀚,基醫1222,(三) 16:30~17:30
458 M0750,腦瘤影像專題研究(I),蕭輔仁,基醫1222,(一) 10:20~10:20
458 M0780,機器學習的生醫應用,張  瀚,基醫1222,(三) 13:20~15:30
458 M0800,醫療器材原理與創新(I),林世明,基醫1222,(四) 13:20~14:20
458 M0820,醫學影像原理與應用(I),吳文超,基醫503,(四) 10:20~11:20
458 M0840,轉譯與橋接醫學專題討論,林育君,基醫1222,(五) 10:20~11:20
458 M0850,智慧醫材專題研究(I),蕭輔仁,基醫1222,(二) 11:20~12:20
458 M0870,生醫訊號與影像處理專題研究(I),郭立威,基醫1222,單週 (一) 15:30~16:30
458 M0900,醫學影像AI人工智慧概論,陳世杰,基醫507,(二) 16:30~17:30
459 M0530,諾貝爾生醫獎得主的啟示,饒梓明,普202,(四) 9:10~11:20
459 M0540,生活中的科技原理,饒梓明,共204,(四) 13:20~15:30
459 M0550,生物科技與道德反思,饒梓明,博雅302,(三) 13:20~15:30
501 001B0-03,服務學習乙,黃尹男,土研405,(一) 18:25~19:20
501 10520-01,土木工程概念設計,卡艾瑋,土研407,(三) 9:10~11:20
501 10520-03,土木工程概念設計,詹瀅潔,土研407,(三) 14:20~16:30
501 10520-05,土木工程概念設計,郭安妮 ,土研407,(五) 14:20~16:30
501 10600-01,工程圖學,謝尚賢,新401,(五) 9:10~11:20
501 10600-02,工程圖學,陶默德,新403,(五) 9:10~11:20
501 10600-03,工程圖學,謝依芸,新402,(五) 9:10~11:20
501 11010-01,應用力學1,陶默德,普303,(二) 10:20~11:20
501 11010-02,應用力學1,林偲妘,普404,(二) 10:20~11:20
501 11010-03,應用力學1,張家銘,普403,(二) 10:20~11:20
501 12010-01,工程數學1,陶默德,普402,(四) 10:20~11:20
501 12010-02,工程數學1,張書瑋,新505,(四) 10:20~11:20
501 12010-03,工程數學1,科  林,普504,(四) 10:20~11:20
501 17010-01,測量學一,蔡亞倫,普202,(二) 13:20~14:20
501 17010-02,測量學一,韓仁毓,普203,(二) 13:20~14:20
501 21210-01,材料力學,劉立偉,普502 普503,(二) 13:20~14:20 (四) 13:20~14:20
501 21210-02,材料力學,吳日騰,新304,(二) 13:20~14:20 (四) 13:20~14:20
501 21210-03,材料力學,黃尹男,綜502,(二) 13:20~14:20 (四) 13:20~14:20
501 22010-01,工程數學3,陶默德,普201,(一) 13:20~14:20
501 22010-02,工程數學3,張書瑋,新103,(一) 13:20~14:20
501 22010-03,工程數學3,何昊哲,新405,(一) 13:20~14:20
501 23200-01,工程統計學,朱致遠,新402,(三) 9:10~11:20
501 23200-02,工程統計學,卿建業,土224,(二) 9:10~11:20
501 23200-03,工程統計學,陳柏華,普406,(三) 9:10~11:20
501 25010-01,運輸工程,賴勇成,新405,(三) 14:20~16:30
501 25010-02,運輸工程,陳彥向,普503,(三) 14:20~16:30
501 25010-03,運輸工程,許聿廷,普504,(三) 14:20~16:30
501 27120-01,測量實習,蔡亞倫,土220,(三) 9:10~11:20
501 27120-02,測量實習,蔡亞倫,普205,(三) 13:20~15:30
501 27120-03,測量實習,韓仁毓,普402,(五) 13:20~15:30
501 27120-04,測量實習,韓仁毓,綜201,(一) 9:10~11:20
501 28210,原型實踐A,王泰典,土研401,(五) 9:10~11:20
501 28220,原型實踐B,吳東諭,土研405,(五) 9:10~11:20
501 32320-01,鋼筋混凝土學,黃世建,普505,(一) 9:10~11:20
501 32320-02,鋼筋混凝土學,胡瑋秀,新304,(一) 9:10~11:20
501 32320-03,鋼筋混凝土學,歐昱辰,普502,(一) 9:10~11:20
501 32900-01,水文學,施上粟,普305,(二) 9:10~11:20
501 32900-02,水文學,游景雲,新503,(二) 9:10~11:20
501 32900-03,水文學,蔡宛珊,新402,(二) 9:10~11:20
501 34130-02,土木工程設計實務,卡艾瑋,土研407,(三) 18:25~20:15
501 35700-02,工程經濟,荷世平,新502,(三) 14:20~15:30
501 36210-01,基礎工程,郭安妮 ,普405,(三) 13:20~13:20 (五) 9:10~11:20
501 36210-02,基礎工程,邱俊翔,普505,(三) 13:20~13:20 (五) 9:10~11:20
501 38030,工程與法律,曾惠斌,新502,(二) 14:20~16:30
501 39400,人與環境關係導論,畢恆達,普203,(四) 18:25~20:15
501 40200,鋼結構設計,蔡克銓,新304,(一) 14:20~16:30
501 49640,結構耐震設計導論,鍾立來,土研402,(三) 14:20~16:30
502 10100-01,計算機程式,黃奎隆,機械系計中,(二) 13:20~15:30
502 10100-02,計算機程式,林以凡,機械系計中,(五) 10:20~12:20
502 17050-01,機械工程概論,詹魁元,機械B113,(二) 13:20~13:20
502 20001-01,工程數學上,蕭浩明,進學講堂,(一) 10:20~11:20 (三) 9:10~9:10
502 20001-02,工程數學上,黃信富,機械114,(一) 10:20~11:20 (三) 9:10~9:10
502 20001-03,工程數學上,盧南佑,綜403,(一) 10:20~11:20 (三) 9:10~9:10
502 21130-01,靜力學,王建凱,機械113,(二) 10:20~11:20
502 21130-02,靜力學,陳復國,機械114,(二) 10:20~11:20
502 21130-03,靜力學,莊嘉揚,綜602,(二) 10:20~11:20
502 22200-01,工程材料,鄭憶中,新304,(二) 15:30~16:30 (四) 9:10~9:10
502 22200-02,工程材料,陳志軒,綜502,(二) 15:30~16:30 (四) 9:10~9:10
502 22200-03,工程材料,蔡曜陽,機械114,(二) 15:30~16:30 (四) 9:10~9:10
502 23100-01,熱力學,許  麗,機械113,(二) 14:20~14:20 (四) 10:20~11:20
502 23100-02,熱力學,陳希立,機械114,(二) 14:20~14:20 (四) 10:20~11:20
502 23100-03,熱力學,呂明璋,機械115,(二) 14:20~14:20 (四) 10:20~11:20
502 24000-01,機動學,蘇偉儁,進學講堂,(一) 9:10~9:10 (三) 10:20~11:20
502 24000-02,機動學,徐冠倫,新403,(一) 9:10~9:10 (三) 10:20~11:20
502 24000-03,機動學,陳達仁,機械114,(一) 9:10~9:10 (三) 10:20~11:20
502 25000-01,工場實習,黃瀅瑛,機械實習工場,(二) 14:20~16:30
502 25000-02,工場實習,陳亮嘉,機械實習工場,(四) 9:10~11:20
502 25000-03,工場實習,蔡曜陽,機械實習工場,(一) 9:10~11:20
502 25000-04,工場實習,林以凡,機械實習工場,(一) 14:20~16:30
502 27100-01,應用電子學(含實驗),蘇偉儁,進學講堂,(一) 14:20~16:30
502 28100-02,電工學,陳奕君,新302,(一) 13:20~15:30
502 31020,流體力學二,賴君亮,新503,(四) 9:10~11:20
502 33100-01,熱傳學,陳炳煇,機械113,(二) 9:10~9:10 (五) 10:20~11:20
502 33100-02,熱傳學,孫珍理,機械114,(二) 9:10~9:10 (五) 10:20~11:20
502 33100-03,熱傳學,蔣雅郁,機械115,(二) 9:10~9:10 (五) 10:20~11:20
502 34210-01,機械設計原理,陳湘鳳,機械113,(四) 14:20~16:30
502 34210-02,機械設計原理,黃光裕,機械114,(四) 14:20~16:30
502 34210-03,機械設計原理,張秉純,機械115,(四) 14:20~16:30
502 35200-01,機械工程量測原理,楊馥菱,繡山演講廳,(三) 14:20~15:30
502 35210-01,機械工程實驗（一）,江明哲,機械B117,(一) 8:10~9:10
502 35210-02,機械工程實驗（一）,江明哲,機械B117,(一) 10:20~11:20
502 35210-03,機械工程實驗（一）,江明哲,機械B117,(一) 12:20~13:20
502 35210-04,機械工程實驗（一）,江明哲,機械B117,(一) 14:20~15:30
502 35210-05,機械工程實驗（一）,江明哲,機械B117,(三) 8:10~9:10
502 35210-06,機械工程實驗（一）,江明哲,機械B117,(三) 10:20~11:20
502 35210-07,機械工程實驗（一）,江明哲,機械B117,(三) 12:20~13:20
502 35210-08,機械工程實驗（一）,江明哲,機械B117,(四) 8:10~9:10
502 35210-09,機械工程實驗（一）,江明哲,機械B117,(四) 10:20~11:20
502 45100-01,自動控制,林沛群,進學講堂,(二) 10:20~11:20 (五) 9:10~9:10
502 45100-02,自動控制,黃漢邦,機械115,(二) 10:20~11:20 (五) 9:10~9:10
502 45100-03,自動控制,林峻永,新304,(二) 10:20~11:20 (五) 9:10~9:10
502 45410,現代科技與人類文明,楊申語,博雅102,(二) 13:20~14:20
504 10500-01,化學工程概論,徐振哲,綜504,(二) 13:20~14:20
504 10500-02,化學工程概論,吳嘉文,新102,(二) 13:20~14:20
504 10500-03,化學工程概論,呂宗昕,普302,(二) 13:20~14:20
504 26110-01,物理化學一,吳乃立,綜504,(一) 10:20~11:20 (四) 9:10~9:10
504 26110-02,物理化學一,闕居振,綜501 綜603,(四) 9:10~9:10 (一) 10:20~11:20
504 26110-03,物理化學一,陳嘉晉,綜301 綜403,(一) 10:20~11:20 (四) 9:10~9:10
504 26120-01,物理化學二,康敦彥,綜603,(二) 10:20~11:20 (四) 9:10~9:10
504 26120-02,物理化學二,游琇伃,綜302,(二) 10:20~11:20 (四) 9:10~9:10
504 27110-01,工程數學一,吳紀聖,綜602,(三) 9:10~9:10 (五) 10:20~11:20
504 27110-02,工程數學一,林立強,綜402,(三) 9:10~9:10 (五) 10:20~11:20
504 27110-03,工程數學一,李克強,綜301 綜302,(三) 9:10~9:10 (五) 10:20~11:20
504 31300,化工熱力學,陳立仁,綜502,(一) 10:20~11:20 (三) 9:10~9:10
504 32140-01,熱質量傳遞,趙  玲,化工一,(二) 9:10~9:10 (四) 10:20~11:20
504 32140-02,熱質量傳遞,謝之真,綜504,(二) 9:10~9:10 (四) 10:20~11:20
504 36130-01,基礎電工學,陳信樹,普306,(三) 10:20~11:20
504 36130-02,基礎電工學,李泰成,新102,(三) 10:20~11:20
504 42000,化學反應工程,何國川,綜403,(二) 14:20~16:30
504 43100-01,程序控制,陳誠亮,綜301,(一) 9:10~9:10 (三) 10:20~11:20
504 43100-02,程序控制,余柏毅,綜302 綜602,(一) 9:10~9:10 (三) 10:20~11:20
504 44300-01,化工程序設計實作,陳誠亮,普504,(一) 10:20~11:20
504 44300-02,化工程序設計實作,廖英志,新301,(二) 10:20~11:20
504 44300-03,化工程序設計實作,歐德理,綜402,(四) 13:20~14:20
504 44300-04,化工程序設計實作,陳嘉晉,綜502,(四) 10:20~11:20
504 44300-05,化工程序設計實作,余柏毅,綜502,(一) 14:20~15:30
504 44300-06,化工程序設計實作,杜育銘,博雅303,(二) 10:20~11:20
504 46730,輸送現象,王勝仕,綜504,(一) 14:20~16:30
505 001A0-01,服務學習甲,陳彥廷,工科視聽室,(五) 12:20~12:20
505 001B0-01,服務學習乙,李佳翰,工科視聽室,(四) 12:20~12:20
505 10230,工程力學一,李岳聯,工科視聽室,(四) 13:20~14:20
505 10290,工程及海工概論,趙修武,工科視聽室,(三) 13:20~13:20
505 10520,Python程式設計,黃乾綱,工科視聽室,(一) 9:10~9:10
505 10521,計算機概論與程式設計上,蕭惠心,工科視聽室,(一) 10:20~11:20
505 21520,邏輯電路,吳文中,工科視聽室,(五) 14:20~16:30
505 21640,電子電路一,陳昭宏,工科視聽室,(二) 14:20~15:30 (四) 10:20~11:20
505 22100,流體力學,羅弘岳,工科204,(三) 9:10~11:20
505 22240,資料結構,張恆華,工科204,(五) 9:10~11:20
505 27100,熱力學,趙修武,工科201,(二) 14:20~16:30
505 28110,工程數學一,蕭惠心,工科207,(四) 14:20~16:30
505 29120,數值方法,戴璽恆,工科203,(三) 14:20~15:30 (五) 13:20~13:20
505 30140,工程及專業倫理,陳琪芳,工科207,(五) 13:20~14:20
505 30230,工程力學三,楊舜涵,工科視聽室,(一) 13:20~14:20
505 31550,電磁學,薛文証,工科204,(三) 14:20~16:30
505 32800,複變函數,丁肇隆,工科203,(二) 10:20~11:20
505 38130,工程數學三,黃維信,工科204,(四) 9:10~11:20
507 10600,材料科學導論一,蔡劭璞,綜301,(二) 15:30~17:30
507 20100,材料熱力學一,蔡劭璞,綜504,(五) 13:20~15:30
507 20101,工程數學上,郭錦龍,普302 普403,(三) 13:20~16:30 (二) 13:20~14:20
507 20700,材料科學與工程實驗一,陳志軒,綜301,(三) 13:20~15:30
507 20900,陶瓷材料科學,郭錦龍,綜501,(一) 13:20~16:30
507 22000,有機化學材料,趙基揚,綜502,(二) 9:10~11:20
507 23000,材料力學,蘇德徵,綜503,(四) 9:10~11:20
509 U0010,科技前瞻與創新管理實務,朱曉萍,工綜213,(五) 9:10~11:20
509 U0020,產業實務與未來趨勢解析,朱曉萍,工綜215,(一) 10:20~11:20
521 D3440,運輸經濟特論,張學孔,土220,(二) 18:25~20:15
521 M0040,水利工程專題討論,游景雲,土220,(三) 14:20~16:30
521 M0180,大地工程專題討論,楊國鑫,土220,(五) 14:20~16:30
521 M0320,運輸工程專題討論,朱致遠,土220,(一) 14:20~16:30
521 M0330,人工智慧工程應用專題討論,陳俊杉,土研405,(二) 18:25~20:15
521 M1200,結構動力學,張家銘,土研407,(五) 9:10~11:20
521 M1550,都市運輸規劃,許聿廷,土320,(二) 14:20~16:30
521 M1730,隧道工程,王泰典,土220,(一) 9:10~11:20
521 M1870,高等結構學,柯俊宇,土220,(四) 9:10~11:20
521 M2280,非黏性流體力學,郭志禹,土320,(一) 9:10~11:20
521 M3890,水資源系統分析,游景雲,土研401,(一) 14:20~16:30
521 M5190,運輸最佳化模式與方法,朱致遠,土224,(三) 14:20~16:30
521 M5250,綠色交通與永續發展,張學孔,土224,(一) 18:25~20:15
521 M5290,大地材料組成律模式,葛宇甯,土320,(二) 9:10~11:20
521 M5450,管路水力設計,許勝田,土研405,(四) 13:20~15:30
521 M5790,工程專案管理,林之謙,土320,(三) 9:10~11:20
521 M5950,營建管理專題討論,詹瀅潔,土研402,(三) 18:25~20:15
521 M6140,鋪面設計與管理,周家蓓,土224,(三) 9:10~11:20
521 M6200,結構力學專題討論,胡瑋秀,土220,(四) 14:20~16:30
521 M6230,電腦輔助工程專題討論,謝尚賢,土研402,(二) 14:20~16:30
521 M6410,數值攝影測量,趙鍵哲,土220,(二) 9:10~11:20
521 M6430,測量專題討論,韓仁毓,土224,(五) 9:10~11:20
521 M6600,橋梁工程,曾榮川,土研402,(三) 9:10~11:20
521 M6630,學術英文寫作,劉美德,土研401,(一) 9:10~11:20
521 M6640,土木工程專題討論,游景雲,土220,(二) 12:20~13:20
521 M6860,土木工程的永續與韌性發展,詹瀅潔,土研401,(五) 18:25~19:20
521 M7020,工程經濟與應用,荷世平,土研401,(二) 19:20~20:15
521 M7070,工程與法律實務,曾惠斌,土研401,(六) 14:20~15:30
521 M7150,計量實證研究方法論,荷世平,土研401,(四) 13:20~15:30
521 M7260,結構耐震分析,吳東諭,土研401,(三) 14:20~16:30
521 M7300,鋼筋混凝土結構行為學,黃世建,土研402,(二) 9:10~11:20
521 M7390,工程數值與數學方法,詹益齊,土研405,(二) 10:20~12:20
521 M7410,空間資訊平差處理與分析,韓仁毓,土224,(四) 14:20~16:30
521 M7590,高等混凝土學,詹穎雯,土研402,(一) 14:20~16:30
521 M7670,營建業創新管理與應用,林培元,土研401,(四) 19:20~20:15
521 M7690,永續營建與綠色土木工程,周南山,土研402,(六) 9:10~11:20
521 M8010,大地工程案例分析,楊國鑫,土320,(六) 10:20~11:20
521 M8050,水砂災害防減災實務,游景雲,土研402,(二) 18:25~19:20
521 M8070,前瞻結構工程技術,張家銘,土研405,(四) 18:25~19:20
521 M8080,現代空間資訊技術與智慧應用,韓仁毓,土320,(一) 18:25~19:20
521 U0100,彈性力學一,劉立偉,新501,(一) 9:10~11:20
521 U0290,中等流體力學,劉格非,土224,(一) 9:10~11:20
521 U0570,明渠水力學,卡艾瑋,土研402,(四) 9:10~11:20
521 U0600,中等土壤力學,卿建業,土224,(二) 14:20~16:30
521 U0620,土壤動力學,黃郁惟,土320,(四) 9:10~11:20
521 U0690,作業研究,陳柏華,土320,(五) 9:10~11:20
521 U2770,軌道大地工程,楊恒偉,土320,(三) 14:20~16:30
521 U3070,能源系統工程與經濟,謝依芸,新204,(三) 14:20~16:30
521 U3160,訊號處理與頻譜分析,羅俊雄,土研405,(二) 13:20~15:30
521 U3250,交通工程學,陳彥向,綜602,(四) 9:10~11:20
521 U3420,災難管理與土木工程,何昊哲,新502,(一) 9:10~11:20
521 U3790,高科技廠房設施設計,林之謙,土研402,(四) 18:25~20:15
521 U3860,岩石邊坡工程,王泰典,土224,(一) 14:20~16:30
521 U3890,合成孔徑雷達導論與應用,蔡亞倫,土320,(一) 13:20~15:30
521 U8770,軌道運輸學,賴勇成,新103,(四) 14:20~16:30
521 U8900,自動化和機器人技術,康仕仲,土研402,(五) 9:10~11:20
521 U8930,輕軌運輸系統工程,廖慶隆,土研407,(四) 9:10~11:20
521 U9000,水資源工程,陳慈愔,新502,(五) 9:10~11:20
521 U9040,國際水法與比較水法,李方中,新503,(二) 13:20~16:30
521 U9140,空間設計入門,詹瀅潔,土研407,(二) 18:25~20:15
521 U9170,電工學與實習,林致廷,新501,(五) 14:20~16:30
521 U9230,機器學習與深度學習導論,陳俊杉,新505,(三) 9:10~12:20
521 U9270,數據分析之計算統計學,汪立本,普501,(一) 13:20~13:20 (四) 13:20~14:20
521 U9300,施工學特論,劉泰儀,土研402,(五) 14:20~16:30
521 U9320,BIM技術與應用 (I),謝尚賢,土研407,第1+2+3+4+5+6週 (一) 9:10~11:20
521 U9330,BIM技術與應用 (II),謝尚賢,土研407,第7+8+9+10+11+12+13+14+15+16週 (一) 9:10~12:20
521 U9340,巨量空間資訊於環境永續運用,鍾明光,土224,(四) 9:10~11:20
522 M0030-01,專題討論,呂明璋,成志國際演講廳,(一) 14:20~16:30
522 M1460,高等熱力學一,蔡協澄,進學講堂,(四) 9:10~11:20
522 M2240,材料破壞學,單秋成,機械113,(一) 9:10~11:20
522 M2570,有限元素法,王建凱,機械116,(二) 13:20~15:30
522 M2790,工具機動態分析與控制,蔡孟勳,機械116,(一) 9:10~11:20
522 M2850,黏性流體力學,楊馥菱,機械115,(一) 9:10~11:20
522 M2870,切削原理,李貫銘,機械116,(二) 9:10~11:20
522 M3180,最佳設計,詹魁元,機皮教室,(五) 9:10~11:20
522 M3810,高等機動學,徐冠倫,機械116,(四) 9:10~11:20
522 M4130,馬達設計與控制專題,陽毅平,機械116,(三) 9:10~11:20
522 M4210,線性彈性力學,馬劍清,機械115,(三) 14:20~16:30
522 U0090-23,學士專題研究,劉建豪,綜604,(一) 9:10~11:20
522 U0710,微機電系統設計,楊燿州,新204,(二) 14:20~16:30
522 U1040,材料之機械性質,鄭憶中,新201,(五) 9:10~11:20
522 U1290,機器人簡介,黃漢邦,機皮教室,(一) 9:10~11:20
522 U1510,振動學,盧中仁,機械116,(四) 14:20~16:30
